"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.10048526124977e-20,0.359203823560816,0.496,0.386,2.10157506138041e-15,"9","KPNA6"
1.06631019706648e-19,0.315579085351949,0.635,0.52,2.46243013808562e-15,"9","TMEM9"
1.14522227215294e-19,0.410403531822152,0.374,0.27,2.64466179308278e-15,"9","THOC3"
1.14531489488728e-19,0.300740418229639,0.608,0.492,2.6448756867632e-15,"9","THOC7"
1.15634097938491e-19,0.345940097014536,0.537,0.426,2.67033822369357e-15,"9","CNOT1"
1.17152581153796e-19,0.360471831922268,0.475,0.362,2.70540455658461e-15,"9","CSNK1D"
1.22559446543384e-19,0.396090964178549,0.704,0.619,2.83026529902637e-15,"9","FRZB"
1.46901109315496e-19,0.569567076965377,0.256,0.171,3.39238731742276e-15,"9","MKKS"
1.63122827229605e-19,0.523915023360682,0.292,0.201,3.76699544921327e-15,"9","RRN3"
1.67604228660706e-19,0.432792588970665,0.394,0.292,3.87048445246169e-15,"9","ZNF639"
1.79873751425389e-19,0.350234478800349,0.505,0.393,4.15382454166651e-15,"9","SCFD1"
1.89398074531985e-19,0.476578794836681,0.324,0.228,4.37376973516714e-15,"9","BCL7B"
1.98534600714056e-19,0.524644819474895,0.27,0.182,4.5847595342897e-15,"9","XPR1"
2.08873311737444e-19,0.423244754071229,0.387,0.284,4.82351138795279e-15,"9","TP53I13"
2.18602666414309e-19,0.553219496268432,0.268,0.182,5.04819137550565e-15,"9","LPCAT3"
2.31618979638409e-19,0.352692517058394,0.452,0.34,5.34877709678978e-15,"9","LINC00665"
2.35251967970041e-19,0.435904380358076,0.41,0.308,5.43267369633215e-15,"9","SLK"
2.99130694697712e-19,0.345594421749406,0.534,0.423,6.90782513265426e-15,"9","VPS51"
3.28023733905582e-19,0.307772455290263,0.584,0.464,7.5750520870816e-15,"9","KDM6B"
3.38670796320385e-19,0.379366871215752,0.331,0.232,7.82092469942666e-15,"9","CDK2AP2"
3.52254700054091e-19,0.436369819289149,0.349,0.249,8.13461778834912e-15,"9","SHC2"
3.53656958827894e-19,0.488450514768456,0.29,0.199,8.16700015021254e-15,"9","LRP5"
3.93373751570844e-19,0.355149327069968,0.487,0.374,9.0841800450255e-15,"9","AP3S1"
3.98184848978569e-19,0.314823626785495,0.537,0.417,9.1952827174621e-15,"9","SCCPDH"
4.0656334337756e-19,0.288810122242658,0.604,0.482,9.38876728861799e-15,"9","MRPL13"
4.37384155456382e-19,0.30474931539743,0.587,0.471,1.01005123019542e-14,"9","ERG28"
4.90906590308755e-19,0.258558830298602,0.632,0.503,1.13365058900001e-14,"9","TMEM97"
5.16823997808521e-19,0.297114511800836,0.636,0.525,1.19350165813922e-14,"9","RAB10"
5.42526968144157e-19,0.489907268192799,0.619,0.531,1.2528575275353e-14,"9","KLF6"
5.57151420525623e-19,0.556527481400851,0.268,0.182,1.28662977541982e-14,"9","PARP4"
5.68489196875345e-19,0.533722203864023,0.271,0.185,1.31281210234423e-14,"9","ZNF205"
5.99280524253757e-19,0.282643946460437,0.737,0.64,1.3839185146592e-14,"9","RPL22L1"
6.5459959187182e-19,0.523446420649947,0.279,0.192,1.51166683750959e-14,"9","PHKG2"
6.60820414703837e-19,0.491524517670873,0.313,0.221,1.52603258367557e-14,"9","STXBP3"
6.62511851563582e-19,0.341816362935753,0.547,0.438,1.52993861881578e-14,"9","EP300"
6.85188474626449e-19,0.345607135708602,0.556,0.452,1.58230574445486e-14,"9","ARID2"
8.34209665736966e-19,0.367776065639467,0.471,0.363,1.92644038108638e-14,"9","MRPL44"
8.45362104570383e-19,0.468303575068226,0.378,0.283,1.95219470808439e-14,"9","ACTR6"
8.91170660665963e-19,0.403581365902516,0.369,0.267,2.05798040667591e-14,"9","UPF1"
9.12145080218541e-19,0.275085236939189,0.659,0.535,2.10641663374868e-14,"9","SYNE2"
9.70874151708589e-19,0.368116583817803,0.481,0.373,2.24203967854064e-14,"9","FDX1"
1.15169161644394e-18,0.310296015662495,0.63,0.52,2.65960144985398e-14,"9","ZNHIT3"
1.15706793787663e-18,0.531318331626467,0.286,0.198,2.67201698893851e-14,"9","MAPK9"
1.19998678289837e-18,0.360058130266568,0.479,0.371,2.7711294777472e-14,"9","PDCL3"
1.21688870165663e-18,0.441101702567127,0.366,0.269,2.81016107873565e-14,"9","PYM1"
1.39048434922407e-18,0.490921111714698,0.287,0.199,3.21104550766315e-14,"9","TMTC4"
1.42483722032564e-18,0.406451268475864,0.443,0.343,3.290376592898e-14,"9","ZCCHC9"
1.43708761379464e-18,0.31323163471623,0.545,0.433,3.31866642653597e-14,"9","TGOLN2"
1.43750728330534e-18,0.512878011465949,0.275,0.188,3.31963556933702e-14,"9","MIER3"
1.45807049519739e-18,0.310816774690671,0.63,0.517,3.36712219455933e-14,"9","N4BP2"
1.53607583188501e-18,0.551972790673889,0.284,0.198,3.54725991857205e-14,"9","STX17"
1.56506229559362e-18,0.468228086000233,0.323,0.23,3.61419835921435e-14,"9","HMGCL"
1.57680447225663e-18,0.418183964209236,0.323,0.228,3.64131456778223e-14,"9","MGAT4B"
1.58757309617364e-18,0.431161735656784,0.378,0.28,3.66618255099379e-14,"9","C11orf49"
1.59794800654067e-18,0.437520249028644,0.356,0.259,3.69014133150436e-14,"9","C17orf75"
1.62911312895064e-18,0.475117153072593,0.292,0.203,3.7621109486857e-14,"9","TBCK"
1.66251243701853e-18,0.503361564403034,0.319,0.228,3.83923997080689e-14,"9","NUTM2A-AS1"
1.72088734978087e-18,0.302030912241432,0.528,0.413,3.97404515684897e-14,"9","EIF2A"
1.80708677893911e-18,0.351024524113571,0.481,0.371,4.17310549860409e-14,"9","MAP4K5"
1.88308069722117e-18,0.324979085581586,0.497,0.386,4.34859825409284e-14,"9","BRWD1"
1.92644210606023e-18,0.464336951163983,0.322,0.23,4.44873275552489e-14,"9","ZFP14"
2.05631214358892e-18,0.406614708670835,0.359,0.263,4.74864163318989e-14,"9","RAP2B"
2.09423347910987e-18,0.355197470689989,0.457,0.351,4.83621337330843e-14,"9","DLG5"
2.1203783988668e-18,0.295671212081039,0.638,0.526,4.89658983650311e-14,"9","CCDC14"
2.12327053338234e-18,0.532334452771658,0.255,0.171,4.90326864273984e-14,"9","ZC4H2"
2.30469039462319e-18,0.3516976840905,0.377,0.275,5.32222152830332e-14,"9","VAT1"
2.40124132504072e-18,0.468786398166622,0.254,0.171,5.54518659191653e-14,"9","ATF5"
2.54368880109049e-18,0.352509231065405,0.476,0.368,5.87414054835826e-14,"9","ITSN1"
2.68469843271455e-18,0.269670321366526,0.611,0.494,6.19977409066771e-14,"9","ATP1A1"
2.82027124884049e-18,0.313789280791694,0.571,0.459,6.51285239494734e-14,"9","DDX27"
2.91123486205022e-18,0.3150433015357,0.54,0.428,6.72291466693258e-14,"9","AFF4"
3.00349478117231e-18,0.54845893299472,0.274,0.189,6.93597049816121e-14,"9","SPIDR"
3.21544328634373e-18,0.4625233459492,0.341,0.247,7.42542318115357e-14,"9","RIT1"
3.24332279218666e-18,0.421146941411985,0.377,0.278,7.48980532399665e-14,"9","COMMD10"
3.44699020616174e-18,0.499949792852237,0.294,0.206,7.9601344830893e-14,"9","ZNF134"
3.83612683488923e-18,0.475507603538088,0.29,0.202,8.8587676998097e-14,"9","ZNF844"
3.92628831879347e-18,0.358039288925562,0.413,0.308,9.06697761458976e-14,"9","GSTZ1"
4.35209453706198e-18,0.275547760164592,0.691,0.591,1.00502919144372e-13,"9","ARPP19"
4.58364222566961e-18,0.258259357179305,0.718,0.606,1.05850049917388e-13,"9","PABPC4"
4.68627488044806e-18,0.495877928707638,0.281,0.194,1.08220145814187e-13,"9","ABL2"
4.79321023649842e-18,0.391714553247167,0.418,0.318,1.10689603991458e-13,"9","CIB2"
4.80877743306711e-18,0.385450937576765,0.397,0.295,1.11049097261819e-13,"9","ZHX1"
4.84654434942396e-18,0.452034626282559,0.303,0.213,1.11921248661247e-13,"9","RNF13"
5.09115304614039e-18,0.483787109296778,0.28,0.193,1.1756999729452e-13,"9","ACSF2"
5.22635605315994e-18,0.396552318682846,0.413,0.31,1.20692240335622e-13,"9","HNRNPLL"
5.37048508228285e-18,0.492306386404564,0.319,0.229,1.24020612005158e-13,"9","ZNF430"
5.75917079000777e-18,0.46914478719862,0.291,0.202,1.3299653105365e-13,"9","NAB1"
7.26018678809714e-18,0.254853796307891,0.781,0.68,1.67659493497527e-13,"9","SNHG8"
7.44544041571029e-18,0.387406377330586,0.39,0.29,1.71937555519998e-13,"9","FAM234A"
8.89984313468824e-18,0.465516215336389,0.311,0.222,2.05524077509356e-13,"9","HEPH"
9.13502436181288e-18,0.537427184693133,0.261,0.18,2.10955117587345e-13,"9","EIPR1"
9.58122456934037e-18,0.406189439235784,0.38,0.282,2.21259218979777e-13,"9","PURA"
1.25355185866853e-17,0.342781137354575,0.441,0.336,2.89482730722323e-13,"9","UBN2"
1.32107096361615e-17,0.358375102588508,0.414,0.311,3.05074917627878e-13,"9","RAB5B"
1.34241290747341e-17,0.28088567449932,0.63,0.517,3.10003412722835e-13,"9","LRPAP1"
1.37720518849708e-17,0.379707158497478,0.456,0.352,3.18037994179632e-13,"9","UBE2D1"
1.38055942682921e-17,0.341474705177086,0.517,0.411,3.18812588437669e-13,"9","SELENOT"
1.74961909534531e-17,0.406161320799271,0.377,0.279,4.04039537688093e-13,"9","DALRD3"
1.89901758920269e-17,0.455491859547089,0.374,0.282,4.38540131874577e-13,"9","EXT1"
1.96517938496533e-17,0.462198595207395,0.267,0.183,4.53818875370045e-13,"9","ROR2"
2.01130171056487e-17,0.379600325768691,0.416,0.317,4.64469904020746e-13,"9","SREBF2"
2.09876138128777e-17,0.503711390321025,0.264,0.182,4.84666965780784e-13,"9","ANKRD28"
2.14954644844141e-17,0.530697658152078,0.281,0.198,4.96394761338575e-13,"9","TCAIM"
2.15179473857244e-17,0.421319577355969,0.373,0.278,4.96913958978535e-13,"9","PATZ1"
2.28051766405951e-17,0.369601802335101,0.423,0.321,5.26639944161263e-13,"9","NT5C3A"
2.28991272815432e-17,0.293568818505945,0.704,0.609,5.28809546312677e-13,"9","ROCK1"
2.43391534793903e-17,0.464625564000605,0.29,0.204,5.62064071299559e-13,"9","RAB2B"
2.49153651980937e-17,0.255867331872586,0.673,0.561,5.75370528519577e-13,"9","GOPC"
2.50299393097578e-17,0.472517065786407,0.282,0.197,5.78016388480237e-13,"9","RAP2A"
2.51927712698215e-17,0.343656946484793,0.483,0.381,5.81776666933988e-13,"9","DOCK7"
2.61400200609421e-17,0.306795687297971,0.493,0.386,6.03651483267336e-13,"9","YPEL3"
2.61635555273701e-17,0.537536254468669,0.289,0.206,6.04194987793557e-13,"9","MED7"
2.63078130984249e-17,0.336483797479222,0.423,0.317,6.07526327881925e-13,"9","MTAP"
2.64520405625002e-17,0.33451675820654,0.444,0.336,6.10856972709817e-13,"9","MPHOSPH6"
2.70619711407962e-17,0.367662672813955,0.446,0.345,6.24942099554406e-13,"9","COMMD9"
2.9343041095726e-17,0.451824280701916,0.302,0.214,6.776188480236e-13,"9","GEMIN6"
3.05291184485592e-17,0.32314810860048,0.525,0.417,7.05008932332577e-13,"9","MRPL16"
3.20893712003523e-17,0.51554393838813,0.253,0.173,7.41039849129735e-13,"9","KANSL1L"
3.40589511748724e-17,0.30245233183206,0.611,0.503,7.86523359481329e-13,"9","MRPL19"
3.53277771070957e-17,0.460807566658967,0.29,0.204,8.15824356734161e-13,"9","BAG4"
3.7437322049196e-17,0.487981854405031,0.279,0.195,8.64540078082083e-13,"9","ORC2"
4.42193126385291e-17,0.339176939264332,0.47,0.368,1.02115658676155e-12,"9","SMIM15"
4.71793919646586e-17,0.34646970478686,0.453,0.35,1.08951369863986e-12,"9","DDX39B"
4.92920593949113e-17,0.435831830028661,0.383,0.29,1.13830152760669e-12,"9","TMEM33"
4.99311572687665e-17,0.443709791711205,0.309,0.221,1.15306021480763e-12,"9","SMAD1"
5.05811775371388e-17,0.30202385183172,0.569,0.458,1.16807113286515e-12,"9","RSBN1"
5.20332305799104e-17,0.410870087005618,0.323,0.232,1.20160339378187e-12,"9","PGM1"
5.67770640328634e-17,0.378013011715354,0.405,0.308,1.31115273971091e-12,"9","COX16"
6.06616514273454e-17,0.496828880062601,0.265,0.184,1.40085951641169e-12,"9","SMIM27"
6.43543210422572e-17,0.32903542021991,0.337,0.242,1.48613433582885e-12,"9","NINJ1"
7.47718843546855e-17,0.514576288131764,0.262,0.182,1.72670712540275e-12,"9","MOGS"
7.80911950089319e-17,0.296498750659078,0.573,0.462,1.80335996634126e-12,"9","PCMT1"
7.85059373802263e-17,0.372563740813726,0.48,0.382,1.81293761192157e-12,"9","ZNRF1"
7.97723450994507e-17,0.56732476991936,0.263,0.185,1.84218276538161e-12,"9","AC060780.1"
8.09475547780355e-17,0.423592785062386,0.306,0.218,1.86932188248917e-12,"9","HECTD4"
8.89621485233223e-17,0.360557184800899,0.467,0.368,2.05440289584908e-12,"9","TMEM11"
9.14934216017716e-17,0.501773869920545,0.28,0.198,2.11285758504971e-12,"9","QRSL1"
9.31009385034572e-17,0.47204581509979,0.311,0.225,2.14997997286034e-12,"9","ALDH18A1"
9.4148331480853e-17,0.258482348148591,0.761,0.667,2.17416741888734e-12,"9","REST"
1.06203414824592e-16,0.493481126757377,0.263,0.182,2.45255545854431e-12,"9","STX4"
1.07859255641069e-16,0.416951994292851,0.332,0.242,2.49079379051921e-12,"9","XPO7"
1.09786655030651e-16,0.445347279809331,0.295,0.21,2.53530322462281e-12,"9","MED11"
1.14824879103856e-16,0.461911890254133,0.277,0.194,2.65165093314534e-12,"9","VOPP1"
1.17023083733084e-16,0.485889270493447,0.291,0.208,2.7024140726481e-12,"9","UBAP1"
1.17821803891157e-16,0.322129951493144,0.46,0.355,2.72085891725848e-12,"9","REPIN1"
1.22741741950482e-16,0.45677945972471,0.28,0.197,2.83447504686247e-12,"9","IDS"
1.3432798405149e-16,0.390367748176108,0.386,0.291,3.10203613570106e-12,"9","PRELID3B"
1.38728160388208e-16,0.345543263739803,0.417,0.319,3.20364940784488e-12,"9","KLHDC10"
1.44544378262643e-16,0.323739891574823,0.515,0.411,3.33796332721922e-12,"9","CDK13"
1.48468236650357e-16,0.506683077182491,0.3,0.217,3.4285769889667e-12,"9","FANCF"
1.49015047975921e-16,0.372685164325447,0.421,0.324,3.44120450290793e-12,"9","NUMB"
1.49670232647847e-16,0.454187899980154,0.265,0.184,3.45633468253673e-12,"9","POMC"
1.54319076530267e-16,0.326695485800448,0.425,0.326,3.56369043431347e-12,"9","SEC14L1"
1.58703147479211e-16,0.344675386425503,0.433,0.333,3.66493178473742e-12,"9","AMOTL2"
1.67883486915098e-16,0.453557808374667,0.335,0.248,3.87693336333035e-12,"9","INO80D"
1.69998924840609e-16,0.484767913640545,0.292,0.209,3.92578517134418e-12,"9","DNAL4"
1.85478559877557e-16,0.514729104340934,0.271,0.19,4.28325638325243e-12,"9","NCBP1"
1.99552926223399e-16,0.311252849998253,0.522,0.42,4.60827572527696e-12,"9","GSTK1"
2.09275976069886e-16,0.41570159763961,0.355,0.264,4.83281011538189e-12,"9","RALGAPA1"
2.30485801208043e-16,0.297924811648522,0.532,0.428,5.32260860729734e-12,"9","DHX40"
2.44855659748822e-16,0.465315983838622,0.307,0.223,5.65445175057954e-12,"9","PPME1"
2.48514341734884e-16,0.350838650084655,0.372,0.277,5.73894169368368e-12,"9","REL"
2.68295873350014e-16,0.530111800301216,0.254,0.177,6.19575660327188e-12,"9","CSNK1G1"
3.18225976364385e-16,0.47901265379254,0.274,0.193,7.34879247218275e-12,"9","USP24"
3.21925394059314e-16,0.401383798929329,0.362,0.27,7.43422312501174e-12,"9","MRS2"
3.26285588375145e-16,0.370980001034682,0.392,0.296,7.53491309234722e-12,"9","ELMOD2"
3.26547836946593e-16,0.27769989545842,0.583,0.478,7.54096919860766e-12,"9","EVL"
3.33709499513193e-16,0.343676445657504,0.415,0.317,7.70635347225818e-12,"9","NCSTN"
3.40171085314916e-16,0.382601191005977,0.373,0.28,7.85557087317735e-12,"9","CRKL"
3.50158670228355e-16,0.495776013441849,0.265,0.186,8.08621417158339e-12,"9","AVEN"
3.53820817540622e-16,0.261940891316235,0.428,0.322,8.17078413946558e-12,"9","GULP1"
3.66048231408505e-16,0.2899032731156,0.577,0.473,8.4531518079166e-12,"9","AK2"
4.34195235091606e-16,0.438568235869358,0.321,0.235,1.00268705639705e-11,"9","VPS37A"
4.86425203843383e-16,0.438602099193576,0.283,0.2,1.12330172323552e-11,"9","BMT2"
4.99571808476432e-16,0.324435294446223,0.468,0.367,1.15366117731462e-11,"9","IFNGR2"
5.04935845554761e-16,0.510215874665375,0.26,0.182,1.16604834813961e-11,"9","ANKMY2"
5.10084325553036e-16,0.323815157225381,0.467,0.367,1.17793773299963e-11,"9","RPRD1A"
5.34566693609424e-16,0.276467953814898,0.638,0.544,1.23447486555224e-11,"9","DARS"
6.68780508356512e-16,0.441905198954394,0.297,0.214,1.54441482794769e-11,"9","ZNF121"
6.77943155086074e-16,0.274728109776855,0.524,0.414,1.56557412804027e-11,"9","TMEM183A"
7.16312827378359e-16,0.350665934886652,0.402,0.307,1.65418121226484e-11,"9","ERF"
7.26782744122289e-16,0.253677777886146,0.654,0.546,1.6783593910016e-11,"9","USP47"
7.97538234547342e-16,0.438833678697844,0.346,0.26,1.84175504504018e-11,"9","TMCO3"
8.28277689611615e-16,0.295287779960272,0.601,0.507,1.9127416686201e-11,"9","POLR2A"
8.32854519682843e-16,0.287556322167472,0.5,0.397,1.92331094230359e-11,"9","NOVA1"
9.33297935258566e-16,0.478762091616068,0.289,0.208,2.15526492189261e-11,"9","CEP83"
9.44768932902498e-16,0.466092576453491,0.299,0.217,2.18175489675174e-11,"9","SLC50A1"
1.00268663500252e-15,0.463378191756455,0.301,0.218,2.31550424621132e-11,"9","ABCB7"
1.10566980281687e-15,0.429120787011053,0.25,0.172,2.55332327564499e-11,"9","SH3RF1"
1.15681653938487e-15,0.47233764478523,0.267,0.188,2.67143643440148e-11,"9","ESYT1"
1.17000938506599e-15,0.365777212950661,0.407,0.313,2.70190267293289e-11,"9","BACH1"
1.21617726454103e-15,0.362946258206718,0.39,0.298,2.80851815700461e-11,"9","ALKBH5"
1.24869643017789e-15,0.252604243421941,0.622,0.515,2.8836146662098e-11,"9","HDAC1"
1.32824943034832e-15,0.413645499846145,0.305,0.221,3.06732640950338e-11,"9","TANK"
1.35431748491867e-15,0.436994910120222,0.255,0.177,3.12752536792268e-11,"9","MARC1"
1.37315887524526e-15,0.382791687489952,0.354,0.264,3.17103579060388e-11,"9","CASK"
1.44625008133915e-15,0.377796526537699,0.338,0.249,3.3398253128365e-11,"9","ANAPC10"
1.4775032798906e-15,0.506265549219648,0.268,0.19,3.41199832425135e-11,"9","TARBP1"
1.69832018663974e-15,0.407814237998693,0.296,0.213,3.92193080700715e-11,"9","RAD54L2"
1.78897822390895e-15,0.300717933569597,0.507,0.409,4.13128741247294e-11,"9","SPG21"
1.82636541791024e-15,0.486195947701445,0.285,0.205,4.21762565958012e-11,"9","UNK"
1.94267561164204e-15,0.296533085779317,0.494,0.393,4.48622078996497e-11,"9","PDCD10"
1.95034733908603e-15,0.449210859829861,0.274,0.194,4.50393711015136e-11,"9","GSTCD"
2.00298384477763e-15,0.436063394302027,0.321,0.237,4.62549059274497e-11,"9","TUBGCP4"
2.30289773318168e-15,0.379934161277954,0.369,0.279,5.31808173523646e-11,"9","CDKN2AIP"
2.37832780311894e-15,0.407613689984394,0.338,0.252,5.49227239574256e-11,"9","AGPS"
2.440697014604e-15,0.447406978327467,0.302,0.22,5.63630161582503e-11,"9","TMEM50B"
2.44755810505686e-15,0.291498839599098,0.515,0.412,5.6521459320078e-11,"9","APOPT1"
2.48919500587933e-15,0.335028410314545,0.503,0.41,5.74829802707713e-11,"9","CTNNBL1"
2.53942803388191e-15,0.273929733078646,0.715,0.635,5.8643011586435e-11,"9","GOLGB1"
2.69992190572318e-15,0.422568328529757,0.292,0.21,6.23492965688653e-11,"9","CRISPLD1"
3.1477536497788e-15,0.321106034082176,0.451,0.355,7.26910750343418e-11,"9","ZNF254"
3.23594599579988e-15,0.309951333487489,0.464,0.364,7.47277008810067e-11,"9","MBD4"
3.48874143259031e-15,0.263862643637774,0.593,0.485,8.05655059028081e-11,"9","PSMG2"
3.5961082066743e-15,0.334595518916165,0.415,0.32,8.30449268167297e-11,"9","LASP1"
3.79465605875907e-15,0.361715163973303,0.361,0.27,8.76299923649232e-11,"9","NEPRO"
4.2919292188985e-15,0.364583393575119,0.392,0.302,9.9113521452023e-11,"9","RWDD4"
4.84391901607216e-15,0.269161338774081,0.599,0.5,1.11860621838154e-10,"9","VPS25"
4.85687269742621e-15,0.273221779824356,0.553,0.452,1.12159761201663e-10,"9","GTF2F2"
5.00677648452127e-15,0.435184331098095,0.316,0.233,1.1562148935705e-10,"9","METTL21A"
5.46599110110746e-15,0.401094166783487,0.348,0.262,1.26226132497875e-10,"9","IGF2R"
5.92556120208679e-15,0.276366104058439,0.544,0.438,1.3683898483979e-10,"9","DNAJC2"
5.9461213403982e-15,0.265115504216413,0.63,0.531,1.37313780113816e-10,"9","EMC6"
6.0177471499273e-15,0.456602700457807,0.296,0.217,1.38967834933271e-10,"9","MTA2"
6.10115350106418e-15,0.3877450317795,0.382,0.295,1.40893937800075e-10,"9","IBTK"
6.48755827539046e-15,0.406325046976684,0.295,0.213,1.49817183253592e-10,"9","HTT"
6.59816124667505e-15,0.255349067972437,0.655,0.559,1.52371337669467e-10,"9","REX1BD"
6.98991844743174e-15,0.471476488524426,0.282,0.204,1.61418186706541e-10,"9","OTUD4"
7.36319620616532e-15,0.322919551925965,0.484,0.388,1.70038289988976e-10,"9","ZDHHC4"
7.37917361226024e-15,0.486906680039831,0.288,0.21,1.70407256227926e-10,"9","ZNF277"
7.50655916814332e-15,0.347381265064508,0.382,0.29,1.73348970869934e-10,"9","TCTN3"
7.84343828994339e-15,0.378295864218714,0.343,0.257,1.81128520429663e-10,"9","WWC2"
7.90463115527973e-15,0.329155905824081,0.436,0.341,1.82541647268875e-10,"9","DYRK1A"
7.9742669919862e-15,0.489165834093101,0.27,0.194,1.84149747645937e-10,"9","SLC38A10"
8.75570479026138e-15,0.287080243486938,0.514,0.416,2.02195490721506e-10,"9","TULP4"
8.952133833003e-15,0.307476361933679,0.405,0.309,2.06731626605538e-10,"9","SPTSSA"
9.03539427602967e-15,0.321161177705341,0.384,0.292,2.08654360016353e-10,"9","PDE7A"
9.66759598856915e-15,0.407714956964354,0.278,0.199,2.23253794164027e-10,"9","NAIP"
9.6998224212723e-15,0.337998888762499,0.401,0.308,2.23997999174441e-10,"9","EEF1G"
9.84811226108415e-15,0.313668019355819,0.494,0.399,2.27422456445216e-10,"9","KDM3B"
1.06517721795277e-14,0.398669251210073,0.297,0.215,2.45981374941833e-10,"9","UNC119B"
1.08260925871299e-14,0.418183964209236,0.282,0.202,2.5000695611459e-10,"9","COMMD8"
1.12732527416902e-14,0.332048053900749,0.348,0.259,2.60333225563851e-10,"9","SLC25A23"
1.17391796345396e-14,0.272569304386088,0.635,0.535,2.71092875300423e-10,"9","SUCLG1"
1.2007726400525e-14,0.463096386084811,0.26,0.185,2.77294425767324e-10,"9","HIPK3"
1.26573824815667e-14,0.375277734413991,0.421,0.332,2.92296933646821e-10,"9","C12orf76"
1.27301955095902e-14,0.371421893772655,0.338,0.252,2.93978404902967e-10,"9","SYCE1L"
1.29107155158125e-14,0.308120969667179,0.468,0.372,2.98147153406657e-10,"9","PITHD1"
1.29246848352431e-14,0.278468786218253,0.56,0.457,2.9846974690027e-10,"9","UBXN7"
1.33802292638385e-14,0.265111510184426,0.7,0.624,3.08989634389824e-10,"9","CHCHD1"
1.34347417404935e-14,0.291857198809368,0.509,0.412,3.10248491013217e-10,"9","SMG1"
1.34514883690825e-14,0.441694848869183,0.28,0.202,3.10635220907222e-10,"9","SMUG1"
1.4465344316748e-14,0.309604792534279,0.478,0.382,3.34048196306661e-10,"9","MPDU1"
1.5373302356029e-14,0.362926209776802,0.397,0.309,3.55015671307777e-10,"9","ELOA"
1.54138518806981e-14,0.478793971333373,0.269,0.194,3.55952081480961e-10,"9","PACS1"
1.69686202589963e-14,0.334613540410467,0.364,0.275,3.91856347641e-10,"9","CNDP2"
1.723179930256e-14,0.256255531560279,0.574,0.471,3.97933941294019e-10,"9","TM9SF2"
1.86284687661247e-14,0.271049782567036,0.498,0.399,4.30187229216117e-10,"9","SYNRG"
1.88159894232144e-14,0.343541422957857,0.451,0.36,4.3451764375029e-10,"9","SIAH1"
1.93139293526785e-14,0.33947513685097,0.425,0.332,4.46016570541406e-10,"9","RNF214"
1.99019491544827e-14,0.260064922678465,0.627,0.525,4.5959571182447e-10,"9","NPEPPS"
2.05648387991975e-14,0.292542826416908,0.495,0.397,4.74903822389868e-10,"9","ACADVL"
2.20080547123442e-14,0.436498230517014,0.288,0.21,5.08232007472166e-10,"9","HDHD2"
2.37188837371106e-14,0.382981617252186,0.294,0.214,5.47740182141094e-10,"9","DDHD1"
2.57133840424002e-14,0.406009727279482,0.302,0.222,5.93799177691148e-10,"9","IPO8"
2.68562293853727e-14,0.448274348897339,0.275,0.199,6.20190905196411e-10,"9","LYRM1"
2.95770100526935e-14,0.309193626816008,0.424,0.329,6.83021893146852e-10,"9","CS"
2.98643227934824e-14,0.466554943528281,0.26,0.186,6.89656806269889e-10,"9","FCHO2"
3.0542394145385e-14,0.326450105254217,0.353,0.265,7.05315507999376e-10,"9","WDFY3"
3.28351605323569e-14,0.407686993867145,0.31,0.23,7.58262362173719e-10,"9","PIGS"
3.31012679515332e-14,0.319325649869089,0.391,0.301,7.64407580804756e-10,"9","BNIP2"
3.38088791432434e-14,0.365400413038855,0.399,0.312,7.8074844605492e-10,"9","RNF44"
3.42099433720982e-14,0.377277257841441,0.33,0.246,7.90010222291863e-10,"9","TMTC3"
3.4656038235078e-14,0.394282317677193,0.313,0.232,8.00311890962657e-10,"9","PAK4"
3.88110294087079e-14,0.400060552495102,0.334,0.252,8.96263102135291e-10,"9","KIAA1549"
3.91686354726359e-14,0.434124903357361,0.279,0.202,9.04521298969582e-10,"9","ANKZF1"
4.0886816698619e-14,0.268816065388136,0.514,0.414,9.44199258021209e-10,"9","R3HDM2"
4.35499911828109e-14,0.289981808779023,0.506,0.409,1.00569994638465e-09,"9","MPG"
4.71023110264725e-14,0.296908669246621,0.328,0.241,1.08773366853433e-09,"9","ARHGAP42"
4.90178597617265e-14,0.357307549679861,0.373,0.286,1.13196943547755e-09,"9","AP1G1"
4.99536765013458e-14,0.46741480995763,0.258,0.185,1.15358025144558e-09,"9","STARD3"
5.39897628576296e-14,0.263419452928527,0.536,0.436,1.24678559367124e-09,"9","MED10"
6.1216179894786e-14,0.353478546088818,0.334,0.249,1.41366524231029e-09,"9","DZIP3"
6.16571859291463e-14,0.431658352690048,0.255,0.182,1.42384939466178e-09,"9","EFCAB2"
6.19222720859301e-14,0.443227668088251,0.274,0.199,1.42997102928038e-09,"9","SMYD2"
6.36251017660523e-14,0.423338334662855,0.291,0.213,1.46929447508345e-09,"9","RASA2"
6.70244906112298e-14,0.464834384290367,0.252,0.18,1.54779656168513e-09,"9","ACYP2"
6.95723003931167e-14,0.407961808190846,0.259,0.184,1.60663313297824e-09,"9","ARHGEF1"
7.27892817920417e-14,0.405774947119781,0.32,0.241,1.68092288442362e-09,"9","SYS1"
7.54933146453662e-14,0.302267192599346,0.429,0.336,1.74336711510544e-09,"9","UBAC2"
7.85143303838303e-14,0.301392280470623,0.461,0.367,1.81313143155379e-09,"9","TNRC18"
