"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MTRNR2L7",3.04673956438072e-07,1.95154299931023,0.021,0.006,0.00715587721486101,"0","MTRNR2L7"
"LINC01776",3.10970700379502e-07,1.76711842817281,0.023,0.007,0.00730376883981336,"0","LINC01776"
"FGD6",3.30288678824977e-07,0.620098742242012,0.205,0.146,0.00775749019956223,"0","FGD6"
"PANX2",3.94119051641788e-07,1.01579754102953,0.069,0.036,0.00925667416591068,"0","PANX2"
"FADS2",4.35359049843806e-07,0.511298134480398,0.252,0.187,0.0102252780036815,"0","FADS2"
"AC008758.1",4.80539347344666e-07,0.795932125677543,0.1,0.059,0.0112864276510842,"0","AC008758.1"
"SNHG10",4.8424564360731e-07,0.995937118668687,0.066,0.034,0.0113734774314049,"0","SNHG10"
"HBG2",5.41383924990487e-07,1.36895474745836,0.038,0.015,0.0127154842462516,"0","HBG2"
"PIK3R3",5.6461573537799e-07,1.08710871881868,0.054,0.026,0.0132611297768229,"0","PIK3R3"
"C1RL",5.77589350105066e-07,0.590086540236234,0.192,0.134,0.0135658410659177,"0","C1RL"
"MTRNR2L11",6.3487379153572e-07,1.33772563591689,0.04,0.017,0.0149112807417994,"0","MTRNR2L11"
"AC006486.1",6.51295229339857e-07,0.911508337507981,0.069,0.036,0.0152969710515052,"0","AC006486.1"
"EXT1",6.5423483454514e-07,0.386784398236935,0.387,0.317,0.0153660135589617,"0","EXT1"
"C20orf96",6.90921923235185e-07,0.913339169023851,0.073,0.039,0.0162276832110248,"0","C20orf96"
"SRPK2",7.09904602508052e-07,0.318301923081566,0.543,0.479,0.0166735293991066,"0","SRPK2"
"ASAP2",7.70008647454558e-07,0.515327684049158,0.193,0.135,0.0180851931027652,"0","ASAP2"
"SOX11",8.01575130785223e-07,0.70585513271591,0.126,0.08,0.0188265950967525,"0","SOX11"
"PPP2R5A",8.11781985497068e-07,0.860545292141076,0.086,0.049,0.0190663234933696,"0","PPP2R5A"
"FXYD6",9.2924336913474e-07,1.07815820691743,0.05,0.023,0.0218251390108676,"0","FXYD6"
"HOGA1",9.75838414659588e-07,2.76711842817281,0.01,0.001,0.0229195168451097,"0","HOGA1"
"ANKRD36",9.8349066855038e-07,0.494727523826079,0.345,0.282,0.0230992453322428,"0","ANKRD36"
"UBE2R2",9.90894715276094e-07,0.369020791315675,0.481,0.417,0.0232731441776896,"0","UBE2R2"
"CASTOR2",1.05063598288993e-06,0.334227264081165,0.378,0.306,0.0246762873301358,"0","CASTOR2"
"CTNND2",1.14371030667604e-06,0.288074316446742,0.323,0.249,0.0268623239729001,"0","CTNND2"
"FGF13",1.20173054820157e-06,0.302092793062286,0.333,0.258,0.0282250453856103,"0","FGF13"
"ENPP2",1.20889916319355e-06,1.22432538169559,0.046,0.021,0.0283934146459268,"0","ENPP2"
"MCC",1.25347484196506e-06,0.525617183888655,0.23,0.171,0.0294403636132333,"0","MCC"
"AL390816.2",1.41971386270635e-06,2.54472600683636,0.012,0.002,0.033344819493384,"0","AL390816.2"
"MTTP",1.59014921281708e-06,1.26093304083577,0.039,0.017,0.0373478345614348,"0","MTTP"
"THOC5",1.66650894812262e-06,0.743960707185555,0.093,0.055,0.0391412956645561,"0","THOC5"
"LINC01933",1.76830045154746e-06,0.710692994709988,0.1,0.06,0.0415320727054952,"0","LINC01933"
"FOXA3",1.83287316876948e-06,0.911508337507982,0.073,0.04,0.0430486921148888,"0","FOXA3"
"STAG1",1.8762388687437e-06,0.336085825912174,0.472,0.408,0.0440672223101833,"0","STAG1"
"MAST4",1.97821960741473e-06,0.541980630097541,0.176,0.123,0.0464624439193497,"0","MAST4"
"QDPR",2.14461820839393e-06,1.3146062234753,0.034,0.014,0.0503706478605483,"0","QDPR"
"BCAM",2.16294669825297e-06,0.540491501181454,0.197,0.142,0.0508011291018676,"0","BCAM"
"AC092279.1",2.1717270820797e-06,0.709171078963527,0.107,0.067,0.051007353976806,"0","AC092279.1"
"KCNJ16",2.21996907537351e-06,1.43454308908594,0.031,0.012,0.0521404136732977,"0","KCNJ16"
"ITGA11",2.23500565175923e-06,1.18215592745165,0.042,0.019,0.0524935777428691,"0","ITGA11"
"TFDP1",2.35527650075214e-06,0.763687522772533,0.115,0.073,0.0553183791731656,"0","TFDP1"
"FBN3",2.4189562467459e-06,0.365538537653687,0.463,0.402,0.0568140253673209,"0","FBN3"
"P3R3URF-PIK3R3",2.52268682884949e-06,1.06031480451685,0.051,0.024,0.059250345549188,"0","P3R3URF-PIK3R3"
"NR2F2",2.57674126528213e-06,0.402523868482708,0.174,0.12,0.0605199220976814,"0","NR2F2"
"AC013477.1",2.68741275852493e-06,0.968752289342458,0.062,0.032,0.0631192634594751,"0","AC013477.1"
"PBX3",2.69996101810218e-06,0.470087205943603,0.313,0.251,0.0634139844321658,"0","PBX3"
"HERC3-1",2.79569636618922e-06,1.53763658205004,0.026,0.009,0.0656625205526863,"0","HERC3-1"
"DMWD",2.84820878180388e-06,0.652282836309761,0.143,0.096,0.0668958796582277,"0","DMWD"
"PRR5-ARHGAP8",2.88369076024854e-06,0.666954266247375,0.129,0.085,0.0677292448859575,"0","PRR5-ARHGAP8"
"HIVEP3",2.94598512181763e-06,0.789144734502806,0.079,0.045,0.0691923525561307,"0","HIVEP3"
"AL133245.1",2.94651705498307e-06,1.50408402233901,0.027,0.01,0.0692048460703873,"0","AL133245.1"
"PER2",3.12420963531441e-06,1.04489941937579,0.052,0.026,0.0733783117046296,"0","PER2"
"GCGR",3.21874645341065e-06,1.33101931336613,0.03,0.012,0.075598697951256,"0","GCGR"
"DDHD2",3.30727113838717e-06,0.795024424742691,0.078,0.044,0.0776778772272995,"0","DDHD2"
"B3GALT1-AS1",3.30958233984757e-06,0.990744449448365,0.057,0.029,0.077732160416,"0","B3GALT1-AS1"
"C2orf72",3.37904994957145e-06,2.4675581463139,0.011,0.002,0.0793637461655846,"0","C2orf72"
"RIT1",3.60318483099459e-06,1.58340647500042,0.024,0.008,0.0846280021255698,"0","RIT1"
"GPSM1",3.66214979478087e-06,0.84512094017408,0.082,0.047,0.0860129122300182,"0","GPSM1"
"CLDN3",3.72590880560721e-06,1.27993114313813,0.035,0.015,0.0875104201172967,"0","CLDN3"
"CADM3",3.88281255636774e-06,1.20849007526511,0.039,0.017,0.091195618511409,"0","CADM3"
"MOK",3.94430583413447e-06,0.801883846333484,0.073,0.041,0.0926399111263163,"0","MOK"
"EGFL8",3.96088424705473e-06,0.674009023781325,0.156,0.108,0.0930292883105745,"0","EGFL8"
"LINC02197",4.13432492876286e-06,1.48214146945834,0.026,0.009,0.0971028896018533,"0","LINC02197"
"OCLN",4.22896610954117e-06,0.693282547344642,0.122,0.08,0.0993257270147936,"0","OCLN"
"PGF",4.48393789715938e-06,1.6383851140506,0.022,0.007,0.105314249390582,"0","PGF"
"KPNA3",4.60424208342948e-06,0.602582656160916,0.13,0.086,0.108139833813508,"0","KPNA3"
"RFX2",4.74544730946672e-06,0.551536538953252,0.154,0.106,0.111456320957445,"0","RFX2"
"SRGAP1",5.75487020910584e-06,0.591698670296589,0.137,0.092,0.135164636601269,"0","SRGAP1"
"PHACTR2",5.76631312171109e-06,0.43798100229961,0.268,0.208,0.135433396289628,"0","PHACTR2"
"P2RY11",5.80681872111635e-06,0.894399092206626,0.065,0.036,0.13638475130286,"0","P2RY11"
"AL031714.1",5.8977954438963e-06,1.79020204128585,0.018,0.005,0.138521521590792,"0","AL031714.1"
"LLGL2",5.9675854695773e-06,0.495563855800564,0.219,0.163,0.140160679923962,"0","LLGL2"
"GPRC5C",6.00477348397778e-06,0.939820514285692,0.057,0.03,0.141034114818186,"0","GPRC5C"
"TBX3",7.05430840012284e-06,0.967815778409935,0.064,0.035,0.165684541393685,"0","TBX3"
"AL139300.1",7.35751901625839e-06,0.558687680710943,0.156,0.109,0.172806049134861,"0","AL139300.1"
"CPN1",7.49466614301536e-06,1.56066755070538,0.023,0.008,0.176027223701002,"0","CPN1"
"RTN1",7.84494011013154e-06,0.883176557636384,0.061,0.033,0.184254108366659,"0","RTN1"
"AC105230.1",7.84593565511662e-06,2.25254525534305,0.012,0.003,0.184277490731724,"0","AC105230.1"
"AL162458.1",8.26969949610745e-06,1.19680270341605,0.039,0.017,0.194230432065076,"0","AL162458.1"
"APOB",8.31535741485333e-06,1.54472600683636,0.028,0.011,0.19530279960266,"0","APOB"
"HERC3",8.35212052827491e-06,1.28979665063962,0.03,0.012,0.196166254847593,"0","HERC3"
"EXOC6",9.29049388681959e-06,0.671103292605914,0.124,0.083,0.218205829919732,"0","EXOC6"
"AL513327.1",9.53132539332909e-06,1.98011215150701,0.015,0.004,0.22386223951312,"0","AL513327.1"
"CNPY2",1.00540451066416e-05,0.727590063986169,0.085,0.051,0.236139357419691,"0","CNPY2"
"SKAP2",1.01901189889441e-05,0.635153087964302,0.139,0.095,0.23933532469333,"0","SKAP2"
"KCNJ4",1.03388241180681e-05,1.79265352027994,0.017,0.005,0.242827962061065,"0","KCNJ4"
"FSIP2",1.06187436974539e-05,0.612112846566233,0.122,0.081,0.2494024332221,"0","FSIP2"
"AL138759.1",1.07599085026655e-05,1.14898906351645,0.039,0.018,0.252717971002104,"0","AL138759.1"
"COL27A1",1.09187861001072e-05,0.492096822627327,0.218,0.164,0.256449529133218,"0","COL27A1"
"MECOM",1.13485222366477e-05,0.339369877144409,0.253,0.193,0.266542741772145,"0","MECOM"
"AC092329.3",1.13777850768264e-05,0.789144734502806,0.076,0.045,0.267230038099421,"0","AC092329.3"
"KANSL2",1.19612124683216e-05,0.715588127532724,0.129,0.088,0.28093299724347,"0","KANSL2"
"AC020911.2",1.21035993732689e-05,1.04792753573458,0.042,0.02,0.284277238479967,"0","AC020911.2"
"BAHCC1",1.22177358279342e-05,0.623462677441277,0.132,0.09,0.286957961390691,"0","BAHCC1"
"RNF128",1.30318778349977e-05,1.14661181059398,0.041,0.02,0.306079714710592,"0","RNF128"
"EXOC3L4",1.30336145693371e-05,1.76711842817281,0.017,0.005,0.306120505390021,"0","EXOC3L4"
"NSD2",1.35483606183466e-05,0.346475804050159,0.403,0.344,0.318210345843106,"0","NSD2"
"GOLGA6L4",1.43876568142067e-05,0.925816174191865,0.065,0.037,0.337922895595272,"0","GOLGA6L4"
"KLB",1.44898707969977e-05,1.54472600683636,0.021,0.007,0.340323595409085,"0","KLB"
"PLPPR1",1.45417893286718e-05,0.722030538644269,0.091,0.056,0.341543005962514,"0","PLPPR1"
"IL6ST",1.4696764247457e-05,1.07574970044671,0.04,0.019,0.345182901880022,"0","IL6ST"
"MARCKS",1.47721183861437e-05,0.33111856657665,0.413,0.352,0.346952744535358,"0","MARCKS"
"CTXN1",1.51212821679097e-05,0.87730134592323,0.061,0.033,0.355153554277694,"0","CTXN1"
"CRTC3-AS1",1.54904130977124e-05,0.606126551500502,0.122,0.082,0.36382333242597,"0","CRTC3-AS1"
"ANKRD36C",1.5649337140909e-05,0.441269963914102,0.268,0.211,0.36755598142853,"0","ANKRD36C"
"SERPINF1",1.64187185402012e-05,1.29763314487159,0.033,0.014,0.385626442353705,"0","SERPINF1"
"TLR10",1.67489963791339e-05,2.07197300970123,0.012,0.003,0.393383677956718,"0","TLR10"
"LGR4",1.77554396855623e-05,0.575752902456983,0.152,0.107,0.417022011894802,"0","LGR4"
"NBPF10",1.79527977574615e-05,0.687065176606771,0.094,0.059,0.421657360929498,"0","NBPF10"
"AL590627.2",1.85909165139104e-05,0.731744098070922,0.084,0.052,0.436644856162214,"0","AL590627.2"
"HHEX",1.91442229328588e-05,1.16174971678981,0.035,0.016,0.449640364024054,"0","HHEX"
"B9D2",1.97333617811916e-05,2.35208092889396,0.01,0.002,0.463477468154846,"0","B9D2"
"TGIF2",2.14024957325111e-05,0.660919024340882,0.146,0.103,0.502680417269489,"0","TGIF2"
"PHF8",2.2861901161919e-05,0.767118428172806,0.079,0.048,0.536957472589991,"0","PHF8"
"IFT81",2.32040344537252e-05,0.666716531214969,0.121,0.082,0.544993157214645,"0","IFT81"
"NAA60",2.32677231536874e-05,0.756471183973298,0.079,0.048,0.546489013710657,"0","NAA60"
"COPS4",2.32948062192054e-05,1.01865719516877,0.044,0.022,0.547125113670477,"0","COPS4"
"TGFB2",2.55167684495364e-05,0.749084505342545,0.086,0.054,0.599312340574261,"0","TGFB2"
"GRIN2A",2.57358437851546e-05,0.652428493195813,0.116,0.077,0.604457762981926,"0","GRIN2A"
"MEX3A",2.68939891065226e-05,0.523847277160443,0.164,0.119,0.631659122144896,"0","MEX3A"
"NINL",2.77183321149859e-05,0.388324449493792,0.37,0.315,0.651020466384673,"0","NINL"
"PRKD1",2.89690669191366e-05,0.336602196825029,0.285,0.226,0.680396474729761,"0","PRKD1"
"ZNF713",2.94730873843996e-05,0.933937518747297,0.051,0.027,0.692234403397395,"0","ZNF713"
"HS3ST3B1",3.06376615315972e-05,1.20183829331335,0.035,0.016,0.719586756392623,"0","HS3ST3B1"
"IL3RA",3.10105651549851e-05,0.487308309588186,0.161,0.115,0.728345143795134,"0","IL3RA"
"DCDC2",3.35410459323162e-05,0.837507756064205,0.056,0.031,0.787778545812311,"0","DCDC2"
"TRAF3",3.41364264167421e-05,0.652366730024328,0.122,0.083,0.801762247250022,"0","TRAF3"
"YJEFN3",3.55517736548699e-05,0.706997435735235,0.083,0.051,0.83500450783193,"0","YJEFN3"
"MTRNR2L8",3.63124111409009e-05,0.127912882667664,0.39,0.311,0.852869600466339,"0","MTRNR2L8"
"AGO1",3.7201730463788e-05,0.540049519626886,0.15,0.107,0.873757043402988,"0","AGO1"
"UBE2I",3.73920376085232e-05,0.444444947042622,0.211,0.161,0.878226787311385,"0","UBE2I"
"AL117190.1",3.85407971308283e-05,1.76711842817281,0.016,0.005,0.905207702211765,"0","AL117190.1"
"SMO",3.94269492248487e-05,0.67879862518602,0.108,0.072,0.926020756444022,"0","SMO"
"SOAT1",3.95364985537661e-05,1.20398228990483,0.032,0.014,0.928593741532304,"0","SOAT1"
"PLGLB1",3.95370947070073e-05,2.14563005142654,0.011,0.003,0.928607743383481,"0","PLGLB1"
"EPHA4",4.08833651284355e-05,0.733759831226376,0.094,0.06,0.960227596771565,"0","EPHA4"
"AC011450.1",4.28842662702062e-05,1.19596172697668,0.031,0.014,1,"0","AC011450.1"
"GAMT",4.34731621680051e-05,0.879145045906918,0.051,0.028,1,"0","GAMT"
"SYAP1",4.35060167452069e-05,0.517229398395935,0.191,0.145,1,"0","SYAP1"
"BCHE",4.43227096416508e-05,1.51809088033289,0.02,0.007,1,"0","BCHE"
"S100A16",4.4658208245372e-05,2.23660371147403,0.01,0.002,1,"0","S100A16"
"ANGPTL2",4.56462322551202e-05,1.2188143980305,0.026,0.01,1,"0","ANGPTL2"
"AC061958.1",4.76710759047501e-05,0.795687580369577,0.061,0.035,1,"0","AC061958.1"
"DCP1A",4.97601306810446e-05,0.598142256124043,0.139,0.098,1,"0","DCP1A"
"BSCL2",5.02638364809341e-05,0.607247091394417,0.11,0.074,1,"0","BSCL2"
"ONECUT1",5.08499805397235e-05,0.702267283822839,0.096,0.063,1,"0","ONECUT1"
"AL365436.2",5.26099585754386e-05,1.62961490442287,0.017,0.006,1,"0","AL365436.2"
"SMURF2",5.723016409681e-05,0.579491424997035,0.162,0.119,1,"0","SMURF2"
"TRPC4",5.80045579953181e-05,0.981243233525654,0.049,0.026,1,"0","TRPC4"
"SMARCB1",6.12315057888454e-05,0.413481473558106,0.222,0.172,1,"0","SMARCB1"
"CNR1",6.54803923630729e-05,1.50408402233901,0.021,0.008,1,"0","CNR1"
"YAP1",6.56523283087997e-05,0.276864511460799,0.28,0.222,1,"0","YAP1"
"AC011448.1",6.57215817500104e-05,1.14696649898935,0.032,0.015,1,"0","AC011448.1"
"CDH26",6.59110186781713e-05,1.24898743592986,0.024,0.01,1,"0","CDH26"
"TGIF2-RAB5IF",6.70061972026123e-05,0.530079230871957,0.122,0.084,1,"0","TGIF2-RAB5IF"
"NEXN",6.70734305200446e-05,0.672071219539833,0.081,0.051,1,"0","NEXN"
"AL691447.2",6.90153003709531e-05,0.487359787529384,0.195,0.148,1,"0","AL691447.2"
"NRCAM",7.08363854320995e-05,0.858541455936402,0.063,0.037,1,"0","NRCAM"
"GDF1",7.09687268072017e-05,0.881190194881602,0.051,0.028,1,"0","GDF1"
"HPN-AS1",7.13795178115619e-05,1.15943585095157,0.031,0.014,1,"0","HPN-AS1"
"COL19A1",7.25794835587524e-05,0.822461462016582,0.055,0.031,1,"0","COL19A1"
"EHD1",7.59347031437328e-05,0.816657888974122,0.068,0.041,1,"0","EHD1"
"FBXL19",7.60867302821066e-05,0.333995626022423,0.332,0.276,1,"0","FBXL19"
"KCNJ14",7.99605241583523e-05,0.67941382822213,0.097,0.064,1,"0","KCNJ14"
"PTK2B",8.31364188096422e-05,0.995937118668687,0.043,0.022,1,"0","PTK2B"
"RNF208",8.41752021672462e-05,1.09574117563418,0.032,0.015,1,"0","RNF208"
"APOC1",8.50683234489288e-05,0.670051010212642,0.08,0.05,1,"0","APOC1"
"AC073610.1",8.55951272644346e-05,0.478068866277348,0.219,0.171,1,"0","AC073610.1"
"LHFPL3-AS2",8.5634889027979e-05,1.60205918190231,0.018,0.006,1,"0","LHFPL3-AS2"
"DCC",8.79794082446304e-05,0.368954747458359,0.166,0.122,1,"0","DCC"
"MAGI1-IT1",8.97248310664799e-05,1.20233380938928,0.028,0.013,1,"0","MAGI1-IT1"
"KEL",9.04187645448466e-05,1.4895844526439,0.019,0.007,1,"0","KEL"
"GTF2IRD1",9.49235335828779e-05,0.314367275689854,0.475,0.428,1,"0","GTF2IRD1"
"SNHG20",9.54188238205658e-05,1.14057682370025,0.033,0.016,1,"0","SNHG20"
"RPP14",9.65969983644478e-05,1.19775278250267,0.028,0.012,1,"0","RPP14"
"ZFP36L2",0.000105052537361667,0.524660383782253,0.132,0.094,1,"0","ZFP36L2"
"RAPGEFL1",0.00010660891059801,0.651641210752871,0.093,0.061,1,"0","RAPGEFL1"
"ZNF764",0.000110196138019928,1.07644648628054,0.034,0.016,1,"0","ZNF764"
"TYK2",0.000111004929169775,0.635455783011933,0.121,0.085,1,"0","TYK2"
"MORN1",0.000115603372255699,0.487464400769528,0.156,0.115,1,"0","MORN1"
"SOGA1",0.000115951685069452,0.499445127535493,0.25,0.204,1,"0","SOGA1"
"KIAA1841",0.000117700929471764,0.623382950711357,0.114,0.079,1,"0","KIAA1841"
"ADARB1",0.000121613201661378,0.406679504141027,0.225,0.177,1,"0","ADARB1"
"PVR",0.000121819896633701,0.632709394742495,0.088,0.057,1,"0","PVR"
"ALDH2",0.000123037623275263,0.727120360240887,0.072,0.044,1,"0","ALDH2"
"VHL",0.000123649937445819,0.313555407624648,0.463,0.418,1,"0","VHL"
"BIN1",0.000125052711330386,0.642790293170605,0.087,0.057,1,"0","BIN1"
"DDAH2",0.000127123482490619,0.572206743258466,0.132,0.094,1,"0","DDAH2"
"CRACD",0.000131379755972928,0.32149260906054,0.35,0.296,1,"0","CRACD"
"CHST9",0.000137817902049288,0.590765473312008,0.118,0.082,1,"0","CHST9"
"TMEM98",0.000138553751598673,0.797019913886669,0.057,0.033,1,"0","TMEM98"
"TLE5",0.000144328352197357,0.442322151344951,0.213,0.167,1,"0","TLE5"
"HES4",0.000148866452880745,1.18702168262347,0.028,0.013,1,"0","HES4"
"MRPL41",0.000149317341538322,0.888133829134173,0.051,0.028,1,"0","MRPL41"
"SUSD1",0.000152502845869235,0.669008342722959,0.078,0.05,1,"0","SUSD1"
"HTD2",0.000153216382475375,1.69311784672903,0.016,0.005,1,"0","HTD2"
"AMDHD1",0.000153235698208471,1.79953990586518,0.013,0.004,1,"0","AMDHD1"
"RETREG1",0.000154279366650668,0.981712478948848,0.037,0.019,1,"0","RETREG1"
"PLEKHG3",0.000154724322438118,0.622068095369524,0.092,0.061,1,"0","PLEKHG3"
"KRT8",0.000156093763567119,0.41796886455042,0.185,0.141,1,"0","KRT8"
"TMC4",0.000163612567212242,0.543222416245971,0.118,0.083,1,"0","TMC4"
"PCYT2",0.000166491588045928,0.759623891625883,0.058,0.034,1,"0","PCYT2"
"RPGR",0.000166777878308076,0.330833195189923,0.262,0.212,1,"0","RPGR"
"AC132217.1",0.000168012742758517,0.89717896873718,0.05,0.028,1,"0","AC132217.1"
"KLC1",0.000169237247169969,0.403936648528398,0.213,0.167,1,"0","KLC1"
"DIP2C",0.000171840981056975,0.37575548445029,0.287,0.238,1,"0","DIP2C"
"SNTB1",0.000172058406112603,0.559960520531519,0.114,0.079,1,"0","SNTB1"
"NKAIN1",0.000172473000475331,0.535792882066351,0.117,0.082,1,"0","NKAIN1"
"LYPD6B",0.000179018577770882,0.103591070855111,0.203,0.153,1,"0","LYPD6B"
"ADAM9",0.000182518877700508,0.862696088155038,0.047,0.026,1,"0","ADAM9"
"GOLIM4",0.000182724836253689,0.376563614093306,0.175,0.131,1,"0","GOLIM4"
"LINC02387",0.000185106984080911,2.0301528340066,0.01,0.003,1,"0","LINC02387"
"AC104073.4",0.000189473974490057,0.856385766269894,0.044,0.024,1,"0","AC104073.4"
"ASXL1",0.000190162993728609,0.452102767585413,0.208,0.164,1,"0","ASXL1"
"ZNF124",0.000192862929865452,0.490844998849814,0.182,0.14,1,"0","ZNF124"
"ADAMTS7",0.000194900279745296,0.644862678121809,0.085,0.056,1,"0","ADAMTS7"
"ID4",0.00019603870917308,0.937043429615119,0.042,0.023,1,"0","ID4"
"ADPRHL1",0.000199082679454202,0.739896959437782,0.062,0.037,1,"0","ADPRHL1"
"AL163973.2",0.000203351628902349,1.8375077560642,0.012,0.003,1,"0","AL163973.2"
"THBS3",0.000206106558302397,0.999779184963081,0.04,0.021,1,"0","THBS3"
"LYST",0.000207864995492082,0.933768297582257,0.047,0.026,1,"0","LYST"
"CAPN13",0.000208741709359158,1.05252064703506,0.034,0.017,1,"0","CAPN13"
"AC023055.1",0.000210221234919603,0.629614904422872,0.082,0.053,1,"0","AC023055.1"
"SPATS2",0.000220039312854219,0.375064246894802,0.267,0.219,1,"0","SPATS2"
"FOXA1",0.000220219060379451,0.880775209968374,0.034,0.017,1,"0","FOXA1"
"UNC13B",0.000221458644121524,0.465025514870708,0.142,0.104,1,"0","UNC13B"
"CGN",0.000228376946625063,0.630796956960026,0.094,0.063,1,"0","CGN"
"SHF",0.000229382979140572,0.716713474735564,0.066,0.041,1,"0","SHF"
"TBKBP1",0.000233750707810017,1.0379723384659,0.033,0.016,1,"0","TBKBP1"
"AJM1",0.000234069597409403,1.5678096199494,0.016,0.005,1,"0","AJM1"
"ADPRS",0.000236392726652991,0.928869498169419,0.039,0.021,1,"0","ADPRS"
"PUM1",0.000246242608893805,0.289032477569859,0.429,0.379,1,"0","PUM1"
"CUBN",0.000249850041154266,0.632532387805167,0.065,0.04,1,"0","CUBN"
"NFE2L2",0.000250411218943704,0.563246094807156,0.096,0.065,1,"0","NFE2L2"
"HAPLN3",0.000257398570035666,1.06968119819324,0.032,0.016,1,"0","HAPLN3"
"ID3",0.000259963994356622,1.42247025678536,0.018,0.007,1,"0","ID3"
"VTN",0.000259963994356622,1.42247025678536,0.018,0.007,1,"0","VTN"
"AP001528.1",0.000267622881819515,0.838819893526995,0.049,0.028,1,"0","AP001528.1"
"TUBD1",0.0002750209475786,0.548720550341385,0.128,0.092,1,"0","TUBD1"
"GRB14",0.00028092459071652,0.871649011644113,0.052,0.031,1,"0","GRB14"
"MACROD2-AS1",0.000281946747613237,1.07454695336505,0.029,0.014,1,"0","MACROD2-AS1"
"ZFX",0.000283425649532992,0.446821418864372,0.152,0.113,1,"0","ZFX"
"C5orf24",0.000289048960306105,0.573176545611959,0.116,0.082,1,"0","C5orf24"
"ERCC5",0.000292558113412832,1.73910405200321,0.014,0.004,1,"0","ERCC5"
"TAC4",0.000294384073704506,1.65164121075287,0.014,0.004,1,"0","TAC4"
"AL139260.1",0.000298711916993411,0.621076892966473,0.084,0.055,1,"0","AL139260.1"
"ZC3H3",0.000306880318099069,0.534021306493117,0.166,0.127,1,"0","ZC3H3"
"GATA5",0.000316557268066928,1.14397273356376,0.026,0.012,1,"0","GATA5"
"EDNRA",0.000318898483336732,0.71267064415043,0.068,0.043,1,"0","EDNRA"
"COPS3",0.000320211305623875,0.695859745002985,0.07,0.044,1,"0","COPS3"
"CCDC144NL-AS1",0.000333585269813239,0.212035708221954,0.597,0.555,1,"0","CCDC144NL-AS1"
"NR6A1",0.000341574188183243,0.260188475262864,0.416,0.363,1,"0","NR6A1"
"PLEKHA7",0.000343462949065134,0.429955819590284,0.138,0.101,1,"0","PLEKHA7"
"PCDH17",0.000344444067294615,0.776578757421873,0.046,0.026,1,"0","PCDH17"
"TRIOBP",0.000350122812786108,0.415151950179481,0.209,0.166,1,"0","TRIOBP"
"KPNA1",0.000350786395355239,0.465462728311706,0.116,0.082,1,"0","KPNA1"
"MTSS1",0.000358379195044129,0.639362880974434,0.064,0.04,1,"0","MTSS1"
"BIVM-ERCC5",0.000360843779028218,1.47072542539258,0.017,0.006,1,"0","BIVM-ERCC5"
"SFRP5",0.000361551933617661,1.45396054291318,0.018,0.007,1,"0","SFRP5"
