"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SEMA3A1",7.64580204758064e-12,1.14645614525451,0.193,0.094,1.79576952691527e-07,"5","SEMA3A"
"LINC019001",7.71959334797078e-12,1.85439577383894,0.07,0.02,1.8131008896379e-07,"5","LINC01900"
"JUP1",8.13150229374813e-12,0.961254588338384,0.242,0.129,1.90984594373262e-07,"5","JUP"
"CTNND13",8.41705062344898e-12,0.703663016597377,0.418,0.275,1.97691267992946e-07,"5","CTNND1"
"STAP21",9.31497823293714e-12,1.28988577103434,0.147,0.064,2.18780893756995e-07,"5","STAP2"
"AP000350.41",1.15132514317232e-11,1.08293189651611,0.235,0.126,2.70411736376882e-07,"5","AP000350.4"
"MBNL22",1.18459614230457e-11,1.47301921387084,0.105,0.039,2.78226095943075e-07,"5","MBNL2"
"FNDC51",1.22484764982507e-11,1.80114864792652,0.068,0.019,2.87679967514414e-07,"5","FNDC5"
"ZNF5211",1.26547993794882e-11,1.06231148676355,0.207,0.104,2.97223273026039e-07,"5","ZNF521"
"KCTD11",1.26732138612796e-11,1.38926228577425,0.132,0.054,2.97655773959874e-07,"5","KCTD1"
"AC127521.1",1.28206254923133e-11,4.7669329325886,0.011,0,3.01118030937963e-07,"5","AC127521.1"
"RIN22",1.37209362815815e-11,1.0381346592938,0.226,0.119,3.22263630445505e-07,"5","RIN2"
"CADM12",1.75383987766092e-11,0.87649285776068,0.279,0.159,4.1192437206622e-07,"5","CADM1"
"PPP1R13B2",1.87985873792632e-11,1.01114006795997,0.229,0.12,4.41522421776756e-07,"5","PPP1R13B"
"TJP11",2.00233650844424e-11,0.788361796647444,0.354,0.222,4.70288775738298e-07,"5","TJP1"
"CRACD4",2.03050374726462e-11,0.652746717528544,0.44,0.295,4.76904415120042e-07,"5","CRACD"
"ZNF7042",2.09693868127272e-11,0.998624914662814,0.213,0.109,4.92507988070524e-07,"5","ZNF704"
"LYN",2.30042230836823e-11,1.3411690267167,0.134,0.056,5.40300187566447e-07,"5","LYN"
"DNAJC12",2.4465757912633e-11,0.871350827519265,0.226,0.118,5.74627256094012e-07,"5","DNAJC1"
"FAM107B2",2.73696776854161e-11,1.18757313809682,0.169,0.079,6.42831619797369e-07,"5","FAM107B"
"TMEM541",2.7922614125037e-11,2.53246767895158,0.035,0.006,6.55818437954744e-07,"5","TMEM54"
"LMO4",2.95037731901507e-11,1.01837936414719,0.193,0.095,6.92955120917069e-07,"5","LMO4"
"KIF26B-AS11",3.33419195690553e-11,2.20399673819745,0.046,0.01,7.83101664918401e-07,"5","KIF26B-AS1"
"ATP11A",3.35357427074428e-11,0.762840177954721,0.33,0.2,7.8765398896971e-07,"5","ATP11A"
"GRK54",3.43296732025864e-11,0.972289062280554,0.22,0.115,8.06301034509146e-07,"5","GRK5"
"F11R",3.51067482315251e-11,0.52911579240512,0.532,0.378,8.24552195713829e-07,"5","F11R"
"HHIP1",3.53449229818988e-11,2.23443785176158,0.053,0.013,8.30146206075856e-07,"5","HHIP"
"TCF7L21",3.62610228625335e-11,0.617124052556466,0.501,0.367,8.51662643972324e-07,"5","TCF7L2"
"WLS1",3.67679231351897e-11,1.38550382595258,0.116,0.046,8.635682106762e-07,"5","WLS"
"TMPRSS131",3.95375198764582e-11,2.40015060191698,0.04,0.008,9.28617729338374e-07,"5","TMPRSS13"
"SPOPL1",4.10626736095529e-11,1.37866234287255,0.108,0.041,9.64439015067569e-07,"5","SPOPL"
"SLC2A3",4.36470485421404e-11,0.892935669146298,0.266,0.15,1.02513822910925e-06,"5","SLC2A3"
"DIAPH31",4.40042352922971e-11,0.908449518845162,0.33,0.203,1.03352747431018e-06,"5","DIAPH3"
"ZC3H12C1",4.4992594107094e-11,1.83848619361364,0.066,0.019,1.05674105779332e-06,"5","ZC3H12C"
"MYOF2",4.7875192139809e-11,1.0930195089577,0.158,0.072,1.12444463778769e-06,"5","MYOF"
"SEMA6D1",5.01968613027539e-11,1.31418562725652,0.123,0.05,1.17897368141778e-06,"5","SEMA6D"
"MYO5B1",5.37432450243357e-11,1.18509653285417,0.154,0.07,1.26226759588657e-06,"5","MYO5B"
"AMOT4",5.50966299926587e-11,1.0965789406368,0.167,0.078,1.29405454863757e-06,"5","AMOT"
"LHFPL22",5.89632201657637e-11,0.927729144491661,0.246,0.136,1.38486915203329e-06,"5","LHFPL2"
"SFMBT2",5.90294350422919e-11,1.04216779202793,0.189,0.094,1.38642434083831e-06,"5","SFMBT2"
"DNMBP1",6.19944400521569e-11,0.956118308535133,0.233,0.126,1.45606341350501e-06,"5","DNMBP"
"LRRC3B1",7.01051610587211e-11,2.25503389405717,0.051,0.012,1.64655991778618e-06,"5","LRRC3B"
"LIMA11",7.35335802097675e-11,0.985573219063945,0.185,0.09,1.72708319838681e-06,"5","LIMA1"
"TOM1L21",7.9112261451153e-11,1.34372150186406,0.114,0.045,1.85810968470323e-06,"5","TOM1L2"
"DIO2",8.76266691383839e-11,1.83202796081049,0.068,0.02,2.05808757805322e-06,"5","DIO2"
"SPATS2L1",1.14667021601026e-10,0.745258889730234,0.411,0.278,2.6931843363433e-06,"5","SPATS2L"
"SEMA3D1",1.15846393808248e-10,1.7587590011429,0.081,0.027,2.72088425137432e-06,"5","SEMA3D"
"PRLR1",1.27884481472694e-10,1.59700793114629,0.084,0.028,3.00362281634917e-06,"5","PRLR"
"SREK12",1.31167895419928e-10,0.479249051000437,0.541,0.389,3.08074035972784e-06,"5","SREK1"
"AC092422.11",1.37896124204088e-10,1.29300174425619,0.114,0.046,3.23876626918142e-06,"5","AC092422.1"
"LINC016051",1.43041616067464e-10,1.84355421419152,0.062,0.017,3.35961843657652e-06,"5","LINC01605"
"TBC1D1",1.50453397017668e-10,1.08510889261486,0.169,0.082,3.53369893575398e-06,"5","TBC1D1"
"DAPK31",1.52659161902978e-10,0.836195595025718,0.253,0.142,3.58550573561524e-06,"5","DAPK3"
"TCAIM1",1.58738851649813e-10,1.20750552397459,0.149,0.069,3.72829940869915e-06,"5","TCAIM"
"ELOVL6",1.81204464490934e-10,0.965966338493547,0.2,0.103,4.25594925749856e-06,"5","ELOVL6"
"PKNOX11",1.85975738304976e-10,0.943810694672684,0.229,0.125,4.36801216556897e-06,"5","PKNOX1"
"XYLT1",1.88068855510821e-10,0.83089599132057,0.277,0.163,4.41717320938266e-06,"5","XYLT1"
"NPNT",2.0173966076111e-10,2.35189543330976,0.037,0.007,4.73825941229619e-06,"5","NPNT"
"ASTN21",2.05073641016372e-10,0.938856720156915,0.275,0.163,4.81656460655154e-06,"5","ASTN2"
"DSTN1",2.09642872948691e-10,1.03495074593665,0.178,0.088,4.92388215694591e-06,"5","DSTN"
"DACT11",2.80241422215558e-10,1.70084374213083,0.068,0.021,6.5820302835768e-06,"5","DACT1"
"STK3",2.95958457902929e-10,0.790272058675912,0.286,0.17,6.95117630076608e-06,"5","STK3"
"NEAT11",3.44084248749776e-10,1.15395605569785,0.16,0.077,8.081506750386e-06,"5","NEAT1"
"DELEC11",3.48732400337177e-10,1.33588311532113,0.114,0.047,8.19067788671927e-06,"5","DELEC1"
"HTR1E1",3.76849560513828e-10,1.64828843608998,0.073,0.023,8.85106562778828e-06,"5","HTR1E"
"MCL11",4.42664391927502e-10,1.17501767122568,0.143,0.065,1.03968585732012e-05,"5","MCL1"
"SLC22A16",4.43302458832235e-10,4.35189543330976,0.011,0,1.04118448505927e-05,"5","SLC22A16"
"DOK41",4.71140775722528e-10,1.68447077239663,0.07,0.022,1.1065683399395e-05,"5","DOK4"
"AFAP1L21",4.99758343980418e-10,1.959578010531,0.053,0.014,1.17378242250681e-05,"5","AFAP1L2"
"EMILIN21",5.19520515804976e-10,1.7669329325886,0.064,0.019,1.22019783547115e-05,"5","EMILIN2"
"DDI2",5.211743648531e-10,1.11723417464005,0.145,0.067,1.22408223073048e-05,"5","DDI2"
"PKD21",5.48634533265238e-10,0.942069360676259,0.224,0.124,1.28857792828006e-05,"5","PKD2"
"HAND2-AS1",5.93086602991536e-10,2.23641821588982,0.037,0.008,1.39298250444622e-05,"5","HAND2-AS1"
"NRXN33",8.20900799762026e-10,0.503439727246765,0.444,0.3,1.92804970840107e-05,"5","NRXN3"
"GABRB21",8.33336498614865e-10,1.25448293165182,0.11,0.045,1.95725743429673e-05,"5","GABRB2"
"NADSYN1",8.48023699254904e-10,1.45914902002151,0.088,0.032,1.99175326243999e-05,"5","NADSYN1"
"NRIP12",8.71212355770741e-10,1.33016191136248,0.13,0.058,2.04621645999874e-05,"5","NRIP1"
"SLC25A33",9.26040728444478e-10,1.11005524974509,0.154,0.074,2.17499185889755e-05,"5","SLC25A33"
"PACSIN21",9.86907314939297e-10,0.780970765988887,0.275,0.163,2.31794921059793e-05,"5","PACSIN2"
"SLC35F21",1.08759457495874e-09,1.194681483617,0.121,0.052,2.55443337820559e-05,"5","SLC35F2"
"SHD",1.10258354310484e-09,2.62009154425933,0.029,0.005,2.58963796769035e-05,"5","SHD"
"KRT181",1.24207198817748e-09,0.870768743573145,0.242,0.139,2.91725447863246e-05,"5","KRT18"
"WWTR11",1.24341175123964e-09,1.09765414593397,0.147,0.07,2.92040118013654e-05,"5","WWTR1"
"ARFGEF2",1.26592320230758e-09,1.0217934069767,0.178,0.091,2.97327382525981e-05,"5","ARFGEF2"
"ZMAT41",1.32175492411087e-09,1.03871338088722,0.174,0.088,3.10440579025919e-05,"5","ZMAT4"
"ANXA2",1.48161944639854e-09,1.48770928865548,0.095,0.037,3.47987959375625e-05,"5","ANXA2"
"GATA2",1.48640457685113e-09,2.50389852675481,0.031,0.006,3.49111842965025e-05,"5","GATA2"
"ELF2",1.58896671861631e-09,0.683218976187172,0.281,0.167,3.73200613201412e-05,"5","ELF2"
"IMMP2L1",1.83564847666118e-09,0.655937530021542,0.345,0.222,4.3113875771341e-05,"5","IMMP2L"
"FMR1",1.84144346237754e-09,1.27754809184968,0.11,0.046,4.32499826008612e-05,"5","FMR1"
"DIAPH21",1.96754841419489e-09,0.385858435884778,0.6,0.446,4.62118096041953e-05,"5","DIAPH2"
"SUSD41",2.28317610103534e-09,1.61883429359947,0.073,0.025,5.3624957085017e-05,"5","SUSD4"
"WWC11",2.3901695271747e-09,0.884704391214355,0.229,0.13,5.61379116847522e-05,"5","WWC1"
"RABGAP11",2.44499853756042e-09,0.846764836735906,0.262,0.157,5.74256806516816e-05,"5","RABGAP1"
"ACSF2",2.56166373492824e-09,1.22719968586045,0.114,0.049,6.01657961422596e-05,"5","ACSF2"
"EFNA11",2.75003226441596e-09,2.42589601475354,0.031,0.006,6.45900077943378e-05,"5","EFNA1"
"CDYL",2.86630311195174e-09,0.759056506977973,0.273,0.165,6.73208611904105e-05,"5","CDYL"
"RASGRF11",3.08560583201724e-09,1.77790405040961,0.064,0.02,7.24716241765889e-05,"5","RASGRF1"
"LEF11",3.23204203601779e-09,1.6479918598651,0.066,0.021,7.591097129995e-05,"5","LEF1"
"AC068051.11",3.34911741614966e-09,1.11310857372264,0.145,0.07,7.86607207531071e-05,"5","AC068051.1"
"NDST11",3.48128540134068e-09,0.826683740033655,0.231,0.132,8.17649502212886e-05,"5","NDST1"
"MED13L1",3.6260740112199e-09,0.619532295098983,0.382,0.258,8.51656003015218e-05,"5","MED13L"
"COMMD11",3.70635266848874e-09,0.825178073624558,0.257,0.154,8.70511051247951e-05,"5","COMMD1"
"DOP1B4",3.81970881257208e-09,0.878932230951006,0.178,0.092,8.97135008808805e-05,"5","DOP1B"
"BCAR11",3.98501042272574e-09,0.944147969961394,0.189,0.101,9.35959397985595e-05,"5","BCAR1"
"ID1",4.29007810811399e-09,1.29744764928738,0.108,0.046,0.000100761064525273,"5","ID1"
"SSBP21",4.32633982670325e-09,0.89962360624533,0.202,0.111,0.000101612743509779,"5","SSBP2"
"FAM89A",4.62977435831171e-09,2.26943327311779,0.035,0.008,0.000108739510353667,"5","FAM89A"
"LCORL1",4.7558527211443e-09,0.872642373759719,0.191,0.102,0.000111700712861516,"5","LCORL"
"CAP2",4.90012977970385e-09,1.08827563690559,0.154,0.077,0.000115089348135904,"5","CAP2"
"PPP1R22",4.93087178954675e-09,1.71802333210766,0.059,0.018,0.000115811385721085,"5","PPP1R2"
"ASXL13",5.10321101746128e-09,0.751336077537586,0.27,0.164,0.000119859117167113,"5","ASXL1"
"GFRA11",5.33097044053078e-09,1.59290353281356,0.077,0.028,0.000125208502736746,"5","GFRA1"
"NTRK21",5.50382577679614e-09,1.52407640869244,0.086,0.033,0.000129268356019611,"5","NTRK2"
"MOB3B",5.76848434089766e-09,1.12668799636626,0.132,0.062,0.000135484391714663,"5","MOB3B"
"PRKCH1",5.85603044949417e-09,1.26721771848596,0.119,0.053,0.00013754058716727,"5","PRKCH"
"AHR1",6.51371376388705e-09,1.66584680747429,0.064,0.021,0.000152987595172415,"5","AHR"
"EXOC41",6.57947831062705e-09,0.690117335537773,0.363,0.247,0.000154532207081698,"5","EXOC4"
"N4BP2L2",6.74652695309535e-09,0.92704107567071,0.224,0.13,0.000158455678547351,"5","N4BP2L2"
"MAN1A11",7.00913858825344e-09,1.194681483617,0.116,0.052,0.000164623638022308,"5","MAN1A1"
"RAB11FIP11",7.29885297408331e-09,0.94764498103502,0.176,0.092,0.000171428159802295,"5","RAB11FIP1"
"AC093865.11",7.33170294069146e-09,1.27507983625893,0.101,0.042,0.00017219970696802,"5","AC093865.1"
"ALK1",7.87751326361294e-09,1.59108309718919,0.119,0.054,0.000185019154022477,"5","ALK"
"EGR11",8.40898213742145e-09,1.8108762801762,0.053,0.015,0.000197501763461618,"5","EGR1"
"KLF6",8.44834340215774e-09,1.36321074653759,0.097,0.04,0.000198426241486479,"5","KLF6"
"MED15",8.60711146465421e-09,0.859143741472437,0.215,0.122,0.000202155226970333,"5","MED15"
"SGCG1",8.91625239309306e-09,1.47069148136489,0.073,0.026,0.000209416019956577,"5","SGCG"
"PDE1C1",9.3178861110546e-09,1.32561610851091,0.101,0.042,0.000218849191090339,"5","PDE1C"
"FER1",1.07721686922132e-08,0.860042336980086,0.22,0.127,0.000253005926074011,"5","FER"
"MAP1A1",1.09440224837572e-08,1.63177334930697,0.059,0.019,0.000257042256076006,"5","MAP1A"
"AC114763.1",1.12151816206778e-08,1.3575419964509,0.097,0.04,0.000263410970724859,"5","AC114763.1"
"BTBD91",1.15562657425779e-08,0.668198979003245,0.297,0.187,0.000271422013495928,"5","BTBD9"
"CERS62",1.15760188027315e-08,0.765754741391323,0.277,0.173,0.000271885953619755,"5","CERS6"
"TCF41",1.22690133103206e-08,0.74991313188407,0.29,0.184,0.000288162315619499,"5","TCF4"
"COL5A11",1.25168769286256e-08,1.10982064611161,0.147,0.074,0.000293983888422631,"5","COL5A1"
"PRSS231",1.32019031263386e-08,1.33724865734536,0.097,0.04,0.000310073098728315,"5","PRSS23"
"TPT1-AS11",1.33497306788226e-08,0.750728774508087,0.303,0.197,0.000313545124453505,"5","TPT1-AS1"
"SLC7A21",1.38595765264569e-08,1.38301795080554,0.086,0.034,0.000325519873876894,"5","SLC7A2"
"UBAC2",1.48069320358332e-08,0.929637739303862,0.209,0.119,0.000347770412725614,"5","UBAC2"
"TRIM271",1.5668216132392e-08,1.05421488466908,0.147,0.074,0.00036799939230149,"5","TRIM27"
"ITGA91",1.63308418594516e-08,1.22830914653432,0.114,0.051,0.00038356248275294,"5","ITGA9"
"EGFR",1.70965677672387e-08,1.48453320188788,0.077,0.029,0.000401547087149136,"5","EGFR"
"CDK6",1.78071510931296e-08,0.925277552907481,0.191,0.106,0.000418236557724336,"5","CDK6"
"PDE3A3",1.80677352268883e-08,0.914198107026991,0.147,0.073,0.000424356897273925,"5","PDE3A"
"AC008014.11",1.89303894498621e-08,0.645045021748278,0.323,0.211,0.00044461805700891,"5","AC008014.1"
"TPPP",1.91881446927338e-08,2.91893602603365,0.02,0.003,0.000450671954398238,"5","TPPP"
"GRHL11",1.94659872131438e-08,1.7669329325886,0.053,0.016,0.000457197641675107,"5","GRHL1"
"DAG11",2.00597731606259e-08,0.835264763945689,0.237,0.143,0.000471143892223622,"5","DAG1"
"TRIML21",2.1111875077219e-08,1.45987811418277,0.079,0.03,0.000495854609938643,"5","TRIML2"
"NDST1-AS1",2.17067301472974e-08,2.15687945090462,0.037,0.009,0.000509825970969574,"5","NDST1-AS1"
"USP471",2.28375882422031e-08,0.780229755202063,0.224,0.131,0.000536386435044624,"5","USP47"
"CCDC1861",2.30494646385498e-08,0.956938128658296,0.16,0.083,0.00054136277596562,"5","CCDC186"
"CDC20B1",2.36991024831819e-08,2.08886102747597,0.04,0.01,0.000556620820022493,"5","CDC20B"
"WASF11",2.41429746786602e-08,1.25167940367885,0.108,0.048,0.000567046046277693,"5","WASF1"
"TBC1D22A",2.44922634218511e-08,0.569657443001336,0.387,0.268,0.000575249790989016,"5","TBC1D22A"
"AJ009632.21",2.54960804280948e-08,1.75257763961153,0.053,0.016,0.000598826441014663,"5","AJ009632.2"
"PRR5-ARHGAP82",2.71478312402765e-08,0.967231583074436,0.165,0.087,0.000637621112340375,"5","PRR5-ARHGAP8"
"MYH9",3.00516022942328e-08,0.67321849776641,0.288,0.183,0.000705821983084645,"5","MYH9"
"OPRD1",3.09537085713541e-08,1.75198259112263,0.051,0.015,0.000727009753215394,"5","OPRD1"
"BTBD71",3.17084620676365e-08,0.861123412370417,0.187,0.103,0.000744736648582578,"5","BTBD7"
"C8orf86",3.20324398648922e-08,1.21367929159479,0.097,0.041,0.000752345915106724,"5","C8orf86"
"MROH11",3.26190399297573e-08,0.612312795862389,0.338,0.225,0.000766123390830209,"5","MROH1"
"EHBP11",3.41988981064512e-08,0.642387834650301,0.336,0.224,0.000803229519826218,"5","EHBP1"
"PARVA1",3.43241341163776e-08,1.12538690350108,0.108,0.048,0.000806170937991361,"5","PARVA"
"HNMT1",3.45980403179338e-08,2.01691118559695,0.042,0.011,0.000812604172947311,"5","HNMT"
"CRHR21",3.46232016323354e-08,1.96942579648735,0.042,0.011,0.000813195136738662,"5","CRHR2"
"PIEZO1",4.15007059149849e-08,1.14039132811605,0.116,0.054,0.000974727079825251,"5","PIEZO1"
"JDP2",4.34388083483886e-08,1.71034940422224,0.053,0.016,0.0010202472916786,"5","JDP2"
"KHDRBS23",4.69892685025345e-08,0.756916222676688,0.402,0.303,0.00110363694931903,"5","KHDRBS2"
"BRINP11",5.17225687973805e-08,1.45102862532901,0.088,0.036,0.00121480797334407,"5","BRINP1"
"IKZF21",5.42640658407895e-08,1.50222970639419,0.073,0.027,0.00127450011440262,"5","IKZF2"
"ERICH1",5.54420580048072e-08,0.696543604697206,0.327,0.221,0.00130216761635891,"5","ERICH1"
"SLFN5",5.54804329073964e-08,1.8169736150882,0.046,0.013,0.00130306892769602,"5","SLFN5"
"ADAMTS21",5.85162780658865e-08,1.11784009444773,0.13,0.064,0.00137437182293348,"5","ADAMTS2"
"SYNE21",6.21527068364806e-08,0.452595767443126,0.541,0.418,0.00145978062546842,"5","SYNE2"
"CAMK2G",6.36253362092199e-08,0.971236215715375,0.147,0.076,0.00149436827154595,"5","CAMK2G"
"LAMB21",6.54644423459921e-08,1.15323871332413,0.119,0.056,0.00153756335738032,"5","LAMB2"
"PXDC11",6.60738064248947e-08,2.18197043186745,0.031,0.007,0.0015518754915015,"5","PXDC1"
"NFAT5",6.81671551392077e-08,0.7698289423417,0.319,0.216,0.00160104197275457,"5","NFAT5"
"AP001605.11",6.94989607271907e-08,2.09316116490959,0.04,0.01,0.00163232209059953,"5","AP001605.1"
"TSPAN5",7.29370608175582e-08,0.992225244430847,0.16,0.086,0.00171307274742199,"5","TSPAN5"
"IRAK21",7.55219616770986e-08,1.51395219141873,0.064,0.023,0.00177378431391002,"5","IRAK2"
"ZNF7033",7.74108096006592e-08,1.47069148136489,0.07,0.026,0.00181814768509068,"5","ZNF703"
"MARK1",7.88635741086459e-08,0.975941456739887,0.156,0.083,0.00185226876508977,"5","MARK1"
"PDZD71",8.11539223862917e-08,1.54809833066535,0.062,0.021,0.00190606217508683,"5","PDZD7"
"GTF2IRD22",8.16522425737558e-08,1.06801424257036,0.141,0.072,0.0019177662213298,"5","GTF2IRD2"
"AC008662.1",9.18722728177436e-08,3.4043628532039,0.013,0.001,0.00215780407167034,"5","AC008662.1"
"VSTM2A",9.18722728177436e-08,3.4043628532039,0.013,0.001,0.00215780407167034,"5","VSTM2A"
"NCALD",1.00303692871541e-07,1.37057999657469,0.07,0.026,0.00235583283447389,"5","NCALD"
"ADGRG11",1.03432520986598e-07,2.21234408091097,0.031,0.007,0.00242931962041222,"5","ADGRG1"
"RAP2C",1.03470262205311e-07,2.21439190955983,0.031,0.007,0.00243020604841613,"5","RAP2C"
"MIR99AHG1",1.04939713077216e-07,1.17423478308784,0.116,0.056,0.00246471904104458,"5","MIR99AHG"
"KDM4B1",1.0722474940387e-07,0.504150064553528,0.429,0.31,0.0025183876892487,"5","KDM4B"
"GPC5-AS21",1.07874962855986e-07,2.7669329325886,0.02,0.003,0.00253365925259855,"5","GPC5-AS2"
"WWOX2",1.27510724041789e-07,0.238361613717847,0.736,0.583,0.0029948443755695,"5","WWOX"
"MERTK",1.42206323048624e-07,1.14015025617282,0.105,0.048,0.00333999990944303,"5","MERTK"
"ANO91",1.42232389207929e-07,1.9717527244771,0.035,0.009,0.00334061212532662,"5","ANO9"
"COL3A11",1.52270629018951e-07,1.57428785464621,0.064,0.023,0.0035763802637681,"5","COL3A1"
"DOCK3",1.73001624199151e-07,0.629787797870668,0.325,0.222,0.00406328914756546,"5","DOCK3"
"IGFBP51",1.75831077713534e-07,1.52894365620114,0.079,0.032,0.00412974452225778,"5","IGFBP5"
"SIGIRR",1.90109046366194e-07,0.851123019291564,0.178,0.1,0.0044650911720028,"5","SIGIRR"
"LNX11",1.94171644140494e-07,1.29690619871211,0.079,0.032,0.00456050940592779,"5","LNX1"
"FTX1",1.99135802405783e-07,0.351191164298514,0.688,0.58,0.00467710259110462,"5","FTX"
"INPP5F",2.05867436416236e-07,1.18669284210985,0.103,0.048,0.00483520847910814,"5","INPP5F"
"RAD23B1",2.14131004321408e-07,0.828333477252747,0.18,0.102,0.00502929489849692,"5","RAD23B"
"NOTCH31",2.16076512353724e-07,0.625577083343063,0.275,0.176,0.00507498904565192,"5","NOTCH3"
"UBA6-AS11",2.21046212482529e-07,0.851093380252603,0.158,0.086,0.00519171239257716,"5","UBA6-AS1"
"IGF2BP2",2.32096400650301e-07,0.430110622401548,0.527,0.409,0.00545124816207363,"5","IGF2BP2"
"PRSS36",2.37261378813935e-07,2.38842130933487,0.02,0.003,0.0055725580042029,"5","PRSS36"
"FAM83B1",2.38721521586108e-07,1.47320172953189,0.064,0.024,0.00560685237749292,"5","FAM83B"
"PHIP1",2.39066133430639e-07,0.507136900821355,0.404,0.289,0.00561494627588542,"5","PHIP"
"CBFA2T21",2.46193419703472e-07,0.57857303885052,0.376,0.268,0.00578234484857545,"5","CBFA2T2"
"TBX33",2.47840157463585e-07,1.27660730600552,0.086,0.037,0.00582102177834723,"5","TBX3"
"AP005242.1",2.62288412650581e-07,2.84939509278058,0.018,0.003,0.00616036794792419,"5","AP005242.1"
"AC009312.1",2.6365607774823e-07,2.7669329325886,0.018,0.003,0.00619249029807268,"5","AC009312.1"
"FOXO4",2.69511395977527e-07,1.49563091077121,0.062,0.022,0.00633001415732418,"5","FOXO4"
"ATP8B11",2.7003546024326e-07,0.855469607190262,0.171,0.096,0.00634232285473344,"5","ATP8B1"
"ST3GAL62",2.84887322794437e-07,1.054651601803,0.116,0.057,0.00669114855047294,"5","ST3GAL6"
"ADGRL21",3.15600002058337e-07,0.865113326527508,0.187,0.108,0.00741249724834415,"5","ADGRL2"
"RANBP17",3.19903726410606e-07,0.617059609607405,0.299,0.2,0.00751357882220591,"5","RANBP17"
"SETBP13",3.25081398878674e-07,0.618255664850331,0.29,0.192,0.0076351868154634,"5","SETBP1"
"NCOA1",3.44506560727661e-07,0.789185739435732,0.196,0.115,0.00809142559181058,"5","NCOA1"
"BMPER",3.78209779931727e-07,1.35454988675574,0.07,0.028,0.00888301310125646,"5","BMPER"
"GPSM3",3.86247485110619e-07,3.54454051125216,0.011,0.001,0.00907179468279312,"5","GPSM3"
"RPS6KA41",4.03008375705161e-07,1.17082987426225,0.092,0.041,0.00946545772018711,"5","RPS6KA4"
"PLEKHD11",4.04195096023903e-07,2.05421488466908,0.035,0.009,0.00949333022031341,"5","PLEKHD1"
"HOXB-AS3",4.16935082946329e-07,1.80345880861372,0.042,0.012,0.00979255429316043,"5","HOXB-AS3"
"FIGNL23",4.28361192445323e-07,0.889734021916891,0.152,0.082,0.0100609193269633,"5","FIGNL2"
"SVEP11",4.37638025973168e-07,1.34932148964593,0.073,0.029,0.0102788043160318,"5","SVEP1"
"GUSBP111",4.42888783463576e-07,0.501747349487341,0.53,0.425,0.010402128857209,"5","GUSBP11"
"PRSS81",4.5550466763362e-07,0.997230552010398,0.127,0.065,0.0106984381287108,"5","PRSS8"
"PTK71",4.57465509316092e-07,0.740548746795084,0.268,0.177,0.0107444924173071,"5","PTK7"
"PRSS121",4.81377093529338e-07,1.62397497874656,0.051,0.017,0.0113061037957236,"5","PRSS12"
"CREB11",5.3224093011117e-07,0.723363917651206,0.218,0.134,0.0125007427255211,"5","CREB1"
"CCND31",5.33658507650567e-07,0.959578010531,0.127,0.065,0.0125340373691889,"5","CCND3"
"EFNB22",5.49374066585253e-07,0.908951937461032,0.134,0.07,0.0129031487018878,"5","EFNB2"
"BAZ2A",5.64738719873997e-07,0.664286884047307,0.27,0.177,0.0132640183136806,"5","BAZ2A"
"SPRYD4",5.73656735170255e-07,2.25791928510075,0.026,0.006,0.0134734757389438,"5","SPRYD4"
"RILPL1",5.7568134682079e-07,0.696811988111782,0.246,0.158,0.0135210277927799,"5","RILPL1"
"ZC3H12B",6.10330070487889e-07,2.47147704906243,0.022,0.004,0.014334822365549,"5","ZC3H12B"
"C16orf87",6.16210056675887e-07,1.26443259205942,0.086,0.038,0.0144729256011466,"5","C16orf87"
"KRT82",6.31292794423569e-07,0.712024591486215,0.229,0.143,0.0148271738626264,"5","KRT8"
"ENOX1",6.71864633826641e-07,1.21299732748807,0.092,0.042,0.0157800846546863,"5","ENOX1"
"PRICKLE23",7.09946669621508e-07,0.953528965858195,0.136,0.072,0.0166745174294004,"5","PRICKLE2"
"SLC1A3",7.18270757719737e-07,1.24038711809277,0.086,0.038,0.0168700252865635,"5","SLC1A3"
"STOM1",7.39287950549408e-07,1.84939509278058,0.037,0.011,0.0173636560945539,"5","STOM"
"PAMR11",7.49108197964492e-07,1.59061015994814,0.051,0.017,0.017594304245592,"5","PAMR1"
"NAV21",7.61820364564568e-07,0.710519623683338,0.288,0.196,0.017892874902528,"5","NAV2"
"BABAM2",7.74525501915809e-07,0.679470091338265,0.253,0.163,0.0181912804634966,"5","BABAM2"
"RPS6KA51",8.77201888837699e-07,0.989810211950415,0.127,0.066,0.020602840763131,"5","RPS6KA5"
"EPS15L1",9.09822836922711e-07,0.80385239613243,0.185,0.109,0.0213690089708037,"5","EPS15L1"
"DOCK41",9.15998018644057e-07,0.727404568401967,0.213,0.131,0.021514045463893,"5","DOCK4"
"ASH1L",9.28880652404679e-07,0.417464711968132,0.479,0.366,0.0218166198830287,"5","ASH1L"
"RIN3",9.3567262299186e-07,1.25959132898992,0.075,0.031,0.0219761428962098,"5","RIN3"
"TGFBI",9.43235016103561e-07,2.50389852675481,0.02,0.004,0.0221537608232243,"5","TGFBI"
"HOTAIRM12",9.46024603758498e-07,1.13466471708909,0.092,0.042,0.0222192798684759,"5","HOTAIRM1"
"MT-CO11",9.51028925960362e-07,0.373025763047452,0.791,0.698,0.022336816384031,"5","MT-CO1"
